Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. PP3 genome assembly, chromosome: 1",Pseudomonas sp. PP3,592,592,32%,7e-164,91.44,6421237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995459.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4C4DWH013"",""HG995459.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,592,592,32%,7e-164,91.44,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4C4DWH013"",""CP062252.1"")"
"Pseudomonas glycinae strain MS586 chromosome, complete genome",Pseudomonas glycinae,592,592,32%,7e-164,91.44,6396728,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014205.2?report=genbank&log$=nucltop&blast_rank=94&RID=0G4C4DWH013"",""CP014205.2"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,590,590,32%,2e-163,91.40,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G4C4DWH013"",""CP137078.1"")"
"Pseudomonas atacamensis strain GZ-3 chromosome, complete genome",Pseudomonas atacamensis,590,590,32%,2e-163,91.40,6067391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160044.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4C4DWH013"",""CP160044.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,590,590,32%,2e-163,91.40,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4C4DWH013"",""CP162596.1"")"
"Pseudomonas atacamensis strain GY-AP11 chromosome, complete genome",Pseudomonas atacamensis,590,590,32%,2e-163,91.40,6114505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157354.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4C4DWH013"",""CP157354.1"")"
"Pseudomonas sp. A1437 chromosome, complete genome",Pseudomonas sp. A1437,590,590,32%,2e-163,91.75,6425841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162583.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4C4DWH013"",""CP162583.1"")"
"Pseudomonas siliginis strain OTU6BAGNBB1 chromosome, complete genome",Pseudomonas siliginis,590,590,32%,2e-163,91.40,6005098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099596.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4C4DWH013"",""CP099596.1"")"



		


