Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Cloning vector pUC18T-mini-Tn7T-Gm-REP, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-REP,196,196,9%,6e-45,98.23,4967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY712952.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G4K545F013"",""AY712952.1"")"
"Expression vector pBT20-Dbla-T7pol, complete sequence",Expression vector pBT20-Dbla-T7pol,196,196,9%,6e-45,98.23,9952,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF153732.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4K545F013"",""EF153732.1"")"
"Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-gfpmut3, complete sequence",Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-gfpmut3,196,196,9%,6e-45,98.23,5717,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ493877.2?report=genbank&log$=nucltop&blast_rank=93&RID=0G4K545F013"",""DQ493877.2"")"
"Plasmid vector pEXGm5B, complete sequence",Plasmid vector pEXGm5B,196,384,9%,6e-45,98.23,7427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX504716.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G4K545F013"",""JX504716.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm,196,196,9%,6e-45,98.23,4569,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY599232.2?report=genbank&log$=nucltop&blast_rank=95&RID=0G4K545F013"",""AY599232.2"")"
"Expression vector pUC18T-mini-Tn7T-LAC-Gm, complete sequence",Expression vector pUC18T-mini-Tn7T-LAC-Gm,196,196,9%,6e-45,98.23,6047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU240902.2?report=genbank&log$=nucltop&blast_rank=96&RID=0G4K545F013"",""EU240902.2"")"
"Cloning and expression vector pUC18-mini-Tn7T-LAC, complete sequence",Cloning and expression vector pUC18-mini-Tn7T-LAC,196,196,9%,6e-45,98.23,5818,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY599234.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4K545F013"",""AY599234.1"")"
"Cloning vector pTn7oluxG0, complete sequence",Cloning vector pTn7oluxG0,196,196,9%,6e-45,98.23,9495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532961.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4K545F013"",""KF532961.1"")"
"Cloning vector pTn7xluxG3, complete sequence",Cloning vector pTn7xluxG3,196,196,9%,6e-45,98.23,9753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532965.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4K545F013"",""KF532965.1"")"
"Cloning vector pTn7xluxG0, complete sequence",Cloning vector pTn7xluxG0,196,196,9%,6e-45,98.23,9783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532964.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4K545F013"",""KF532964.1"")"



		


