Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Cloning vector pUC18T-mini-Tn7T-Gm-REP, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-REP,182,182,9%,2e-40,96.36,4967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY712952.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G43SYV1016"",""AY712952.1"")"
"Expression vector pBT20-Dbla-T7pol, complete sequence",Expression vector pBT20-Dbla-T7pol,182,182,9%,2e-40,96.36,9952,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF153732.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G43SYV1016"",""EF153732.1"")"
"Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-gfpmut3, complete sequence",Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-gfpmut3,182,182,9%,2e-40,96.36,5717,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ493877.2?report=genbank&log$=nucltop&blast_rank=93&RID=0G43SYV1016"",""DQ493877.2"")"
"Plasmid vector pEXGm5B, complete sequence",Plasmid vector pEXGm5B,182,354,9%,2e-40,96.36,7427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX504716.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G43SYV1016"",""JX504716.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm,182,182,9%,2e-40,96.36,4569,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY599232.2?report=genbank&log$=nucltop&blast_rank=95&RID=0G43SYV1016"",""AY599232.2"")"
"Expression vector pUC18T-mini-Tn7T-LAC-Gm, complete sequence",Expression vector pUC18T-mini-Tn7T-LAC-Gm,182,182,9%,2e-40,96.36,6047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU240902.2?report=genbank&log$=nucltop&blast_rank=96&RID=0G43SYV1016"",""EU240902.2"")"
"Cloning and expression vector pUC18-mini-Tn7T-LAC, complete sequence",Cloning and expression vector pUC18-mini-Tn7T-LAC,182,182,9%,2e-40,96.36,5818,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY599234.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G43SYV1016"",""AY599234.1"")"
"Cloning vector pTn7oluxG0, complete sequence",Cloning vector pTn7oluxG0,182,182,9%,2e-40,96.36,9495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532961.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G43SYV1016"",""KF532961.1"")"
"Cloning vector pTn7xluxG3, complete sequence",Cloning vector pTn7xluxG3,182,182,9%,2e-40,96.36,9753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532965.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G43SYV1016"",""KF532965.1"")"
"Cloning vector pTn7xluxG0, complete sequence",Cloning vector pTn7xluxG0,182,182,9%,2e-40,96.36,9783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF532964.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G43SYV1016"",""KF532964.1"")"



		


