Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Cloning vector pXY4, complete sequence",Cloning vector pXY4,202,202,9%,1e-46,99.12,7876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM201425.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G418AV5016"",""KM201425.1"")"
"Acinetobacter baumannii strain ATCC17978 TnAraC-H0N27_12600 chromosome, complete genome",Acinetobacter baumannii,202,404,9%,1e-46,97.48,4017814,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP113074.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G418AV5016"",""CP113074.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mOrange, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mOrange,202,202,9%,1e-46,99.12,5489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ253286.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G418AV5016"",""OQ253286.1"")"
"Cloning vector pUC18T-miniTn7T-LAC-Zeo, complete sequence",Cloning vector pUC18T-miniTn7T-LAC-Zeo,202,202,9%,1e-46,99.12,5973,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH290813.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G418AV5016"",""MH290813.1"")"
"Cloning vector pTn5/7luxG4, complete sequence",Cloning vector pTn5/7luxG4,202,202,9%,1e-46,99.12,10966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF813061.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G418AV5016"",""KF813061.1"")"
"Cloning vector pR6KT2, complete sequence",Cloning vector pR6KT2,202,395,9%,1e-46,99.12,5953,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX239259.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G418AV5016"",""JX239259.1"")"
"Vector pUC18T-mini-Tn7T-Gm-Pc-mKate2, complete sequence",Vector pUC18T-mini-Tn7T-Gm-Pc-mKate2,202,202,9%,1e-46,99.12,5477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP566394.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G418AV5016"",""OP566394.1"")"



		


