Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Cloning vector pABb1-EG, complete sequence",Cloning vector pABb1-EG,381,381,33%,2e-100,82.43,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH290751.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G3VAJYB016"",""MH290751.1"")"
"Cloning vector pOCA28-PVBV-IC, complete sequence",Unknown,381,563,41%,2e-100,82.54,34845,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PV091793.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G3VAJYB016"",""PV091793.1"")"
"Plastid transformation vector pPRV131B, complete sequence",Plastid transformation vector pPRV131B,381,381,33%,2e-100,82.43,8080,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU224428.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G3VAJYB016"",""EU224428.1"")"
"S. pombe expression vector pDUAL2-HFF81 DNA, complete sequence",Schizosaccharomyces pombe expression vector pDUAL2-HFF81,381,381,33%,2e-100,82.54,8400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB364061.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G3VAJYB016"",""AB364061.1"")"
"Vector VB210622-1318tqp, complete sequence",Vector VB210622-1318tqp,381,381,33%,2e-100,82.43,8074,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON886912.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G3VAJYB016"",""ON886912.1"")"
"Expression vector pL130g1411400delta134 luciferase enzyme gene, complete cds",Expression vector pL130g1411400delta134,381,381,33%,2e-100,82.54,4386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK048756.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G3VAJYB016"",""OK048756.1"")"
"NanoLuc reporter vector pNL3.2.NF-kB-RE[NlucP/NF-kB-RE/Hygro], complete sequence",NanoLuc reporter vector pNL3.2.NF-kB-RE[NlucP/NF-kB-RE/Hygro],381,381,33%,2e-100,82.43,4912,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ513377.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G3VAJYB016"",""JQ513377.1"")"
"DNA launch vector pDE-GFP2, complete sequence",DNA launch vector pDE-GFP2,381,381,33%,2e-100,82.54,16653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF115507.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G3VAJYB016"",""EF115507.1"")"
"Cloning vector pnnLuz-C1, complete sequence",Cloning vector pnnLuz-C1,381,381,33%,2e-100,82.54,4799,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT233538.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G3VAJYB016"",""MT233538.1"")"
"Cloning vector pVMG0131_tMCR_y1-w2b_in-w2_GFP, complete sequence",Cloning vector pVMG0131_tMCR_y1-w2b_in-w2_GFP,381,381,33%,2e-100,82.54,8468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL630775.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G3VAJYB016"",""OL630775.1"")"



		


