Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas moraviensis strain B21-039 chromosome, complete genome",Pseudomonas moraviensis,303,303,18%,3e-77,90.75,6056657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087177.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4A0USC013"",""CP087177.1"")"
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,303,303,18%,3e-77,90.75,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G4A0USC013"",""CP099608.1"")"
"Pseudomonas veronii strain Pvy chromosome, complete genome",Pseudomonas veronii,303,303,18%,3e-77,90.75,7110596,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP039631.3?report=genbank&log$=nucltop&blast_rank=95&RID=0G4A0USC013"",""CP039631.3"")"
Pseudomonas quebecensis isolate S1Bt42 chromosome,Pseudomonas quebecensis,303,303,18%,3e-77,90.43,5625555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP112866.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4A0USC013"",""CP112866.1"")"
"Pseudomonas vancouverensis strain BS3656 genome assembly, chromosome: I",Pseudomonas vancouverensis,303,303,18%,3e-77,91.07,6424905,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629803.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4A0USC013"",""LT629803.1"")"
"Pseudomonas sp. WJP1 chromosome, complete genome",Pseudomonas sp. WJP1,303,303,18%,3e-77,90.75,7004124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP110128.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4A0USC013"",""CP110128.1"")"
"Pseudomonas moraviensis strain BS3668 genome assembly, chromosome: I",Pseudomonas moraviensis,303,303,18%,3e-77,90.75,6092541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629788.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4A0USC013"",""LT629788.1"")"
"Pseudomonas quebecensis isolate S1Bt3 chromosome, complete genome",Pseudomonas quebecensis,303,303,18%,3e-77,90.75,5626348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP112868.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4A0USC013"",""CP112868.1"")"



		


