Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. B21-021 chromosome, complete genome",Pseudomonas sp. B21-021,333,333,20%,4e-86,91.06,6494068,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087192.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4NFYDM016"",""CP087192.1"")"
"Pseudomonas eucalypticola strain NP-1 chromosome, complete genome",Pseudomonas eucalypticola,333,333,20%,4e-86,91.32,6372924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP056030.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4NFYDM016"",""CP056030.1"")"
"Pseudomonas sp. SW-3 chromosome, complete genome",Pseudomonas sp. SW-3,333,333,20%,4e-86,91.06,6538059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067098.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G4NFYDM016"",""CP067098.1"")"
"Pseudomonas sp. SG20052 chromosome, complete genome",Pseudomonas sp. SG20052,333,333,20%,4e-86,91.06,6812143,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134498.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G4NFYDM016"",""CP134498.1"")"
"Pseudomonas sp. 31-12 chromosome, complete genome",Pseudomonas sp. 31-12,333,333,20%,4e-86,91.06,6730253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029482.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4NFYDM016"",""CP029482.1"")"
"Pseudomonas mandelii JR-1, complete genome",Pseudomonas mandelii JR-1,333,333,20%,4e-86,91.06,6778052,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP005960.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4NFYDM016"",""CP005960.1"")"
"Pseudomonas laurylsulfatiphila strain B21-025 chromosome, complete genome",Pseudomonas laurylsulfatiphila,333,333,20%,4e-86,91.06,6589951,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087188.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4NFYDM016"",""CP087188.1"")"
"Pseudomonas fitomaticsae strain FIT81 chromosome, complete genome",Pseudomonas fitomaticsae,333,333,20%,4e-86,91.06,6492796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075567.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4NFYDM016"",""CP075567.1"")"
"Pseudomonas mandelii strain VR4' HT30-3 chromosome, complete genome",Pseudomonas mandelii,333,333,20%,4e-86,91.06,6998267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP177237.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4NFYDM016"",""CP177237.1"")"



		


