Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas mandelii JR-1, complete genome",Pseudomonas mandelii JR-1,329,329,21%,5e-85,91.63,6778052,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP005960.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4PSYP7013"",""CP005960.1"")"
"Pseudomonas siliginis strain B21-063 chromosome, complete genome",Pseudomonas siliginis,329,329,21%,5e-85,91.63,5985209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087186.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4PSYP7013"",""CP087186.1"")"
"Pseudomonas fitomaticsae strain FIT81 chromosome, complete genome",Pseudomonas fitomaticsae,329,329,21%,5e-85,91.63,6492796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075567.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G4PSYP7013"",""CP075567.1"")"
"Pseudomonas sp. HN2 chromosome, complete genome",Pseudomonas sp. HN2,329,329,21%,5e-85,91.63,6075971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP085885.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G4PSYP7013"",""CP085885.1"")"
"Pseudomonas siliginis strain OTU6BAGNBB1 chromosome, complete genome",Pseudomonas siliginis,329,329,21%,5e-85,91.63,6005098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099596.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4PSYP7013"",""CP099596.1"")"
"Pseudomonas mandelii strain VR4' HT30-3 chromosome, complete genome",Pseudomonas mandelii,329,329,21%,5e-85,91.63,6998267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP177237.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4PSYP7013"",""CP177237.1"")"
"Pseudomonas siliginis strain OTU6MEDAA1 chromosome, complete genome",Pseudomonas siliginis,329,329,21%,5e-85,91.63,5986784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099600.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4PSYP7013"",""CP099600.1"")"
"Pseudomonas sp. A1230 chromosome, complete genome",Pseudomonas sp. A1230,327,327,21%,2e-84,91.56,6129803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162582.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4PSYP7013"",""CP162582.1"")"
"Pseudomonas koreensis strain D26 chromosome, complete genome",Pseudomonas koreensis,327,327,21%,2e-84,91.56,6301761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014947.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4PSYP7013"",""CP014947.1"")"



		


