Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas kribbensis strain 46-2 chromosome, complete genome",Pseudomonas kribbensis,350,350,22%,4e-91,90.84,6324282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029608.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4E99XD016"",""CP029608.1"")"
"Pseudomonas mandelii strain LMG 21607 genome assembly, chromosome: I",Pseudomonas mandelii,350,350,25%,4e-91,88.85,7041758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629796.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4E99XD016"",""LT629796.1"")"
"Pseudomonas mandelii JR-1, complete genome",Pseudomonas mandelii JR-1,350,350,25%,4e-91,88.85,6778052,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP005960.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G4E99XD016"",""CP005960.1"")"
"Pseudomonas fitomaticsae strain FIT81 chromosome, complete genome",Pseudomonas fitomaticsae,350,350,25%,4e-91,88.89,6492796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075567.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G4E99XD016"",""CP075567.1"")"
"Pseudomonas mandelii strain KGI_MA19 chromosome, complete genome",Pseudomonas mandelii,350,350,25%,4e-91,88.85,6749770,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081178.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4E99XD016"",""CP081178.1"")"
"Pseudomonas sp. H22_DOA chromosome, complete genome",Pseudomonas sp. H22_DOA,346,346,22%,5e-90,90.77,5771290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118743.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4E99XD016"",""CP118743.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,346,346,22%,5e-90,90.77,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4E99XD016"",""CP162596.1"")"
"Pseudomonas chlororaphis strain ATCC 336631 chromosome, complete genome",Pseudomonas chlororaphis,346,346,24%,5e-90,88.73,7109352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118152.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4E99XD016"",""CP118152.1"")"
"Pseudomonas sp. 9.2(2024) chromosome, complete genome",Pseudomonas sp. 9.2(2024),346,346,25%,5e-90,88.58,6270960,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155585.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4E99XD016"",""CP155585.1"")"



		


