Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas chlororaphis strain B25 chromosome, complete genome",Pseudomonas chlororaphis,84.2,159,9%,5e-11,79.82,7016593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027753.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G3J27JB016"",""CP027753.1"")"
"Pseudomonas chlororaphis subsp. aurantiaca strain YS21 chromosome, complete genome",Pseudomonas chlororaphis subsp. aurantiaca,84.2,215,9%,5e-11,79.82,6915942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP068390.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G3J27JB016"",""CP068390.1"")"
"Pseudomonas chlororaphis strain ATCC 15926 chromosome, complete genome",Pseudomonas chlororaphis,82.4,82.4,8%,2e-10,80.77,6763921,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118156.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G3J27JB016"",""CP118156.1"")"
"Pseudomonas chlororaphis strain NCCB 820532 chromosome, complete genome",Pseudomonas chlororaphis,82.4,82.4,8%,2e-10,80.77,6762156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118135.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G3J27JB016"",""CP118135.1"")"
"Pseudomonas sp. H22_DOA chromosome, complete genome",Pseudomonas sp. H22_DOA,82.4,82.4,6%,2e-10,85.00,5771290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118743.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G3J27JB016"",""CP118743.1"")"
"Pseudomonas sp. 31-12 chromosome, complete genome",Pseudomonas sp. 31-12,82.4,213,16%,2e-10,85.00,6730253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029482.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G3J27JB016"",""CP029482.1"")"
"Pseudomonas chlororaphis strain ATCC 17417 chromosome, complete genome",Pseudomonas chlororaphis,82.4,82.4,9%,2e-10,78.99,6746536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118145.1?report=genbank&log$=nucltop&blast_rank=94&RID=0G3J27JB016"",""CP118145.1"")"
"Pseudomonas sp. Stari2 chromosome, complete genome",Pseudomonas sp. Stari2,82.4,82.4,12%,2e-10,76.67,6310573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099760.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G3J27JB016"",""CP099760.1"")"
"Pseudomonas sp. B21128 chromosome, complete genome",Pseudomonas sp. B21128,82.4,82.4,6%,2e-10,87.32,6021442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162590.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G3J27JB016"",""CP162590.1"")"
"Pseudomonas protegens strain ZF509 chromosome, complete genome",Pseudomonas protegens,82.4,159,6%,2e-10,84.34,6902898,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP142121.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G3J27JB016"",""CP142121.1"")"
"Pseudomonas protegens strain PS49 chromosome, complete genome",Pseudomonas protegens,82.4,159,6%,2e-10,84.34,6855853,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP170569.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G3J27JB016"",""CP170569.1"")"
"Pseudomonas sp. WP18 chromosome, complete genome",Pseudomonas sp. WP18,80.5,80.5,7%,6e-10,82.95,6336986,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP144758.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G3J27JB016"",""CP144758.1"")"
"Pseudomonas chlororaphis strain ATCC 17414 chromosome, complete genome",Pseudomonas chlororaphis,80.5,144,6%,6e-10,86.30,6807169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118154.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G3J27JB016"",""CP118154.1"")"



		


